id	title	original_steps_list	steps	labels_list
275841	"""Cinnamon Swirl French Toast Casserole"""	"[""Butter 6 slices of cinnamon swirl bread; place butter-side down into a casserole dish. Butter 6 more slices of bread and place butter-side down on top of other slices."", ""Mix milk, sugar, eggs, vanilla extract, and salt together in a bowl and pour over bread. Let sit for 8 hours to overnight."", ""Preheat the oven to 350 degrees F (175 degrees C)."", ""Place casserole dish inside a larger pan; pour water into the outside pan, making sure not to get water into the casserole."", ""Bake in the preheated oven until a knife inserted into the center comes out mostly clean, about 50 minutes.""]"	"""Butter 6 slices of cinnamon swirl bread; place butter-side down into a casserole dish. Butter 6 more slices of bread and place butter-side down on top of other slices. Mix milk, sugar, eggs, vanilla extract, and salt together in a bowl and pour over bread. Let sit for 8 hours to overnight. Preheat the oven to 350 degrees F (175 degrees C). Place casserole dish inside a larger pan; pour water into the outside pan, making sure not to get water into the casserole. Bake in the preheated oven until a knife inserted into the center comes out mostly clean, about 50 minutes. """	[167, 290, 341, 465]
256693	"""Dark Chocolate Marbled Banana Bread with Greek Yogurt"""	"[""Preheat oven to 350 degrees F (175 degrees C). Grease a loaf pan."", ""Whisk flour, baking soda, and salt together in a bowl."", ""Whisk hot water and cocoa powder in a large bowl until smooth."", ""Combine mashed bananas, Greek yogurt, butter, brown sugar, eggs, and vanilla extract in another large bowl; mix well. Fold in flour mixture until thoroughly combined."", ""Mix half of the banana mixture into the cocoa mixture until well combined."", ""Spoon banana mixture and cocoa mixture into the prepared pan, alternating between the two."", ""Bake in the preheated oven until a toothpick inserted into the center comes out clean, about 55 minutes.""]"	"""Preheat oven to 350 degrees F (175 degrees C). Grease a loaf pan. Whisk flour, baking soda, and salt together in a bowl. Whisk hot water and cocoa powder in a large bowl until smooth. Combine mashed bananas, Greek yogurt, butter, brown sugar, eggs, and vanilla extract in another large bowl; mix well. Fold in flour mixture until thoroughly combined. Mix half of the banana mixture into the cocoa mixture until well combined. Spoon banana mixture and cocoa mixture into the prepared pan, alternating between the two. Bake in the preheated oven until a toothpick inserted into the center comes out clean, about 55 minutes. """	[65, 120, 183, 350, 425, 516]
240938	"""Favorite Basil-Tomato Soup"""	"[""Stir tomatoes and chicken brother together in a large saucepan; bring to a boil, reduce heat to medium-low, and cook at a simmer until slightly reduced, about 10 minutes."", ""Stir basil and sugar into the tomato mixture; reduce heat to low and continue cooking until the basil is wilted, about 5 minutes."", ""Stir cream into the tomato mixture; add butter and continue cooking, stirring occasionally, until the butter is completely melted, 5 to 7 minutes more.""]"	"""Stir tomatoes and chicken brother together in a large saucepan; bring to a boil, reduce heat to medium-low, and cook at a simmer until slightly reduced, about 10 minutes. Stir basil and sugar into the tomato mixture; reduce heat to low and continue cooking until the basil is wilted, about 5 minutes. Stir cream into the tomato mixture; add butter and continue cooking, stirring occasionally, until the butter is completely melted, 5 to 7 minutes more. """	[170, 300]
235738	"""Don's Simple Sweet Tea"""	"[""Bring water to a boil in a pot. Dissolve sugar in boiling water; remove from heat."", ""Steep tea bags in water to desired strength of tea, 3 to 5 minutes."", ""Refrigerate tea until cold, at least 1 hour.""]"	"""Bring water to a boil in a pot. Dissolve sugar in boiling water; remove from heat. Steep tea bags in water to desired strength of tea, 3 to 5 minutes. Refrigerate tea until cold, at least 1 hour. """	[82, 150]
246592	"""Spicy Beef Bulgogi"""	"[""Place flank steak slices in a shallow dish."", ""Mix soy sauce, sriracha sauce, green onion, sugar, whole dried peppers, garlic, sesame seeds, sesame oil, ground cayenne, and black pepper together in a bowl. Pour over steak. Cover with plastic wrap and refrigerate to marinate, at least 1 hour but preferably overnight."", ""Preheat an outdoor grill for high heat, and lightly oil the grate."", ""Remove steak slices from marinade and grill on preheated grill until slightly charred and cooked through, 1 to 2 minutes per side."", ""Simmer marinade in a wok or skillet over medium heat until thick and the consistency of gravy; pour over grilled steak.""]"	"""Place flank steak slices in a shallow dish. Mix soy sauce, sriracha sauce, green onion, sugar, whole dried peppers, garlic, sesame seeds, sesame oil, ground cayenne, and black pepper together in a bowl. Pour over steak. Cover with plastic wrap and refrigerate to marinate, at least 1 hour but preferably overnight. Preheat an outdoor grill for high heat, and lightly oil the grate. Remove steak slices from marinade and grill on preheated grill until slightly charred and cooked through, 1 to 2 minutes per side. Simmer marinade in a wok or skillet over medium heat until thick and the consistency of gravy; pour over grilled steak. """	[43, 314, 381, 512]
240794	"""Hi-Rise Easy Yorkshire Pudding"""	"[""Preheat oven to 450 degrees F (230 degrees C). Drop 1 teaspoon olive oil each into 6 muffin cups."", ""Beat eggs, egg whites, and milk together in a glass bowl until smooth."", ""Heat egg mixture in microwave oven until warmed, about 1 minute."", ""Stir flour into the egg mixture until completely incorporated into a batter."", ""Heat muffin cups in preheated oven until the oil is smoking, 2 to 3 minutes."", ""Stir cold water into batter. Pour 1/4 cup batter into each muffin cup."", ""Bake in the preheated oven until risen and cooked in their centers, about 25 minutes.""]"	"""Preheat oven to 450 degrees F (230 degrees C). Drop 1 teaspoon olive oil each into 6 muffin cups. Beat eggs, egg whites, and milk together in a glass bowl until smooth. Heat egg mixture in microwave oven until warmed, about 1 minute. Stir flour into the egg mixture until completely incorporated into a batter. Heat muffin cups in preheated oven until the oil is smoking, 2 to 3 minutes. Stir cold water into batter. Pour 1/4 cup batter into each muffin cup. Bake in the preheated oven until risen and cooked in their centers, about 25 minutes. """	[97, 168, 233, 310, 387, 458]
230915	"""Warm Reuben Spread"""	"[""Heat oven to 350 degrees F."", ""Mix cream cheese and dressing in medium bowl; stir in all remaining ingredients except crackers."", ""Spread onto bottom of 9-inch pie plate or shallow dish."", ""Bake 20 min. or until heated through. Serve warm with crackers.""]"	"""Heat oven to 350 degrees F. Mix cream cheese and dressing in medium bowl; stir in all remaining ingredients except crackers. Spread onto bottom of 9-inch pie plate or shallow dish. Bake 20 min. or until heated through. Serve warm with crackers. """	[27, 124, 180]
259149	"""Sourdough Pizza Crust Dough"""	"[""Mix starter, flour, olive oil, and salt together in a bowl until mixture forms a ball. Let dough rest for 30 minutes."", ""Preheat oven to 500 degrees F (260 degrees C)."", ""Roll out dough on parchment paper or a lightly floured work surface, rotating frequently, until it is the same size as the baking pan. Transfer to the pan."", ""Bake in the preheated oven until pale golden, about 7 minutes.""]"	"""Mix starter, flour, olive oil, and salt together in a bowl until mixture forms a ball. Let dough rest for 30 minutes. Preheat oven to 500 degrees F (260 degrees C). Roll out dough on parchment paper or a lightly floured work surface, rotating frequently, until it is the same size as the baking pan. Transfer to the pan. Bake in the preheated oven until pale golden, about 7 minutes. """	[117, 164, 320]
281131	"""Sunrise Mango-Coconut Muffins"""	"[""Preheat the oven to 350 degrees F (175 degrees C). Line a 12-cup muffin tin with paper or foil liners."", ""Combine flour, coconut, sugar, baking powder, cinnamon, and salt in a bowl."", ""Blend eggs, butter, and vanilla extract to a creamy consistency in a separate bowl. Add flour mixture and stir until smooth. Fold in pureed mango."", ""Divide batter evenly among the prepared muffin cups."", ""Bake in the preheated oven until a toothpick inserted into the center comes out clean, about 30 minutes.""]"	"""Preheat the oven to 350 degrees F (175 degrees C). Line a 12-cup muffin tin with paper or foil liners. Combine flour, coconut, sugar, baking powder, cinnamon, and salt in a bowl. Blend eggs, butter, and vanilla extract to a creamy consistency in a separate bowl. Add flour mixture and stir until smooth. Fold in pureed mango. Divide batter evenly among the prepared muffin cups. Bake in the preheated oven until a toothpick inserted into the center comes out clean, about 30 minutes. """	[102, 178, 325, 378]
12062	"""Noodles Romanoff II"""	"[""In a large pot with boiling salted water cook egg noodles until al dente. Drain."", ""In a large bowl mix together the sour cream, 1/4 cup of the grated Parmesan cheese, chives, salt, ground black pepper, and garlic."", ""Stir in butter or margarine to hot egg noodles. Stir in sour cream mixture."", ""Arrange noodles on warm platter and sprinkle with remaining 1/4 cup of grated Parmesan cheese.""]"	"""In a large pot with boiling salted water cook egg noodles until al dente. Drain. In a large bowl mix together the sour cream, 1/4 cup of the grated Parmesan cheese, chives, salt, ground black pepper, and garlic. Stir in butter or margarine to hot egg noodles. Stir in sour cream mixture. Arrange noodles on warm platter and sprinkle with remaining 1/4 cup of grated Parmesan cheese. """	[80, 211, 287]
230416	"""Sweet and Smoky Slow-Cooked Pulled Pork Loin"""	"[""Cut each pork tenderloin into 4 pieces and place into a slow cooker; set to High."", ""Stir onions, barbecue sauce, crushed tomatoes, diet soda, Worcestershire sauce, garlic, liquid smoke flavoring, paprika, red pepper flakes, cinnamon, and nutmeg in a bowl; pour mixture over pork tenderloin pieces. Cover and cook until tenderloin pieces begin to shred at the edges, 3 to 4 hours."", ""Shred meat using 2 forks; reduce slow cooker setting to Low and cook 1 more hour.""]"	"""Cut each pork tenderloin into 4 pieces and place into a slow cooker; set to High. Stir onions, barbecue sauce, crushed tomatoes, diet soda, Worcestershire sauce, garlic, liquid smoke flavoring, paprika, red pepper flakes, cinnamon, and nutmeg in a bowl; pour mixture over pork tenderloin pieces. Cover and cook until tenderloin pieces begin to shred at the edges, 3 to 4 hours. Shred meat using 2 forks; reduce slow cooker setting to Low and cook 1 more hour. """	[81, 377]
220709	"""Carrot Cake Cupcakes with Cream Cheese Icing"""	"[""Preheat oven to 350 degrees F (175 degrees C)."", ""Grease 12 muffin cups with butter or line with paper liners."", ""Sift flour, white sugar, baking soda, cinnamon, and ginger together in a large bowl."", ""Beat canola oil and eggs into flour mixture with an electric mixer, beating each egg thoroughly before adding the next one."", ""Stir carrots into mixture until well combined."", ""Fill the prepared muffin cups about 2/3 full with carrot mixture."", ""Bake in the preheated oven until cupcakes are lightly browned and a toothpick inserted into the middle of a cupcake comes out clean, 30 to 40 minutes. Let cupcakes cool completely."", ""Beat unsalted butter and cream cheese together with an electric mixer on high speed in a bowl until fluffy. Reduce mixer speed to low and beat in vanilla extract and confectioners' sugar until combined. Increase speed to high, and beat until the frosting is fluffy, about 3 more minutes."", ""Fill a pastry bag with the cream cheese frosting and pipe onto the cupcakes.""]"	"""Preheat oven to 350 degrees F (175 degrees C). Grease 12 muffin cups with butter or line with paper liners. Sift flour, white sugar, baking soda, cinnamon, and ginger together in a large bowl. Beat canola oil and eggs into flour mixture with an electric mixer, beating each egg thoroughly before adding the next one. Stir carrots into mixture until well combined. Fill the prepared muffin cups about 2/3 full with carrot mixture. Bake in the preheated oven until cupcakes are lightly browned and a toothpick inserted into the middle of a cupcake comes out clean, 30 to 40 minutes. Let cupcakes cool completely. Beat unsalted butter and cream cheese together with an electric mixer on high speed in a bowl until fluffy. Reduce mixer speed to low and beat in vanilla extract and confectioners' sugar until combined. Increase speed to high, and beat until the frosting is fluffy, about 3 more minutes. Fill a pastry bag with the cream cheese frosting and pipe onto the cupcakes. """	[46, 107, 192, 316, 363, 429, 610, 898]
